wall_t,launch_t,active,armed,mode,cmd_speed_pub,cmd_steer_pub,mux_jerk,mux_speed_cmd,mux_accel_cmd,mux_target_I_A,vesc_cmd_current_A,I_motor_actual,I_input_actual,duty_actual,erpm_actual,v_mps_actual,V_input_actual,temperature_pcb,imu_acc_x,imu_acc_y,imu_acc_z
1777710245.7538,0.0000,0,0,POST,8.000,0.0000,0,11.630,0.0000,0.00,55.000,0.270,0.000,0.0000,0,0.000,15.90,0.0,0.268,0.445,9.863
1777710245.7738,0.0120,1,0,ACTIVE,8.000,0.0000,512,0.000,4.5000,55.00,55.000,12.230,0.800,0.1030,-9,-0.003,15.80,0.0,0.263,0.441,9.897
1777710245.7938,0.0320,1,0,ACTIVE,8.000,0.0000,512,0.000,4.5000,55.00,55.000,55.270,4.320,0.1140,-900,-0.261,15.80,0.0,0.282,0.460,9.840
1777710245.8138,0.0520,1,0,ACTIVE,8.000,0.0000,512,0.000,4.5000,55.00,55.000,52.810,5.170,0.1390,-1832,-0.531,15.80,0.0,4.898,0.709,9.954
1777710245.8338,0.0720,1,0,ACTIVE,8.000,0.0000,512,0.000,4.4522,55.00,55.000,54.020,6.570,0.1540,-2957,-0.858,15.70,0.0,5.846,0.177,8.652
1777710245.8538,0.0920,1,0,ACTIVE,8.000,0.0000,512,0.000,4.4228,55.00,55.000,55.040,7.390,0.1740,-4198,-1.218,15.70,0.0,5.794,0.632,10.141
1777710245.8738,0.1120,1,0,ACTIVE,8.000,0.0000,512,0.000,4.3904,55.00,55.000,53.740,8.340,0.2030,-5413,-1.570,15.70,0.0,5.789,0.699,9.547
1777710245.8939,0.1320,1,0,ACTIVE,8.000,0.0000,512,0.000,4.3587,55.00,55.000,53.040,9.520,0.2300,-6826,-1.980,15.70,0.0,5.789,0.163,9.121
1777710245.9138,0.1520,1,0,ACTIVE,8.000,0.0000,512,0.000,4.3218,55.00,55.000,53.180,10.900,0.2580,-8352,-2.423,15.60,0.0,5.789,0.163,9.121
1777710245.9337,0.1720,1,0,ACTIVE,8.000,0.0000,512,0.000,4.2820,55.00,55.000,53.290,12.140,0.2850,-9967,-2.891,15.60,0.0,6.234,0.555,10.050
1777710245.9537,0.1920,1,0,ACTIVE,8.000,0.0000,512,0.000,4.2398,55.00,55.000,53.200,13.470,0.3070,-11647,-3.378,15.60,0.0,6.105,0.704,10.160
