wall_t,launch_t,active,armed,mode,cmd_speed_pub,cmd_steer_pub,mux_jerk,mux_speed_cmd,mux_accel_cmd,mux_target_I_A,vesc_cmd_current_A,I_motor_actual,I_input_actual,duty_actual,erpm_actual,v_mps_actual,V_input_actual,temperature_pcb,imu_acc_x,imu_acc_y,imu_acc_z
1777709986.6138,0.0010,1,0,ACTIVE,8.000,0.0000,512,0.000,4.0000,50.00,50.000,0.340,0.000,0.0000,0,0.000,16.00,0.0,0.335,0.493,9.873
1777709986.6338,0.0210,1,0,ACTIVE,8.000,0.0000,512,0.000,4.0000,50.00,50.000,51.590,3.110,0.0610,-675,-0.196,15.90,0.0,7.498,1.527,9.184
1777709986.6537,0.0410,1,0,ACTIVE,8.000,0.0000,512,0.000,4.0000,50.00,50.000,49.040,2.650,0.0720,-655,-0.190,15.90,0.0,4.415,0.426,11.128
1777709986.6737,0.0610,1,0,ACTIVE,8.000,0.0000,512,0.000,4.0000,50.00,50.000,49.540,2.920,0.0810,-806,-0.234,16.00,0.0,4.415,0.426,11.128
1777709986.6937,0.0810,1,0,ACTIVE,8.000,0.0000,512,0.000,4.0000,50.00,50.000,49.630,3.350,0.0860,-1123,-0.326,15.90,0.0,7.287,0.105,8.968
1777709986.7137,0.1010,1,0,ACTIVE,8.000,0.0000,512,0.000,3.9707,50.00,50.000,49.390,3.620,0.0930,-1474,-0.428,15.90,0.0,7.220,0.709,9.595
1777709986.7337,0.1210,1,0,ACTIVE,8.000,0.0000,512,0.000,3.9615,50.00,50.000,49.350,3.900,0.1030,-1844,-0.535,15.90,0.0,6.397,0.862,10.218
1777709986.7537,0.1400,1,0,ACTIVE,8.000,0.0000,512,0.000,3.9519,50.00,50.000,49.780,4.290,0.1050,-2252,-0.653,15.90,0.0,7.082,0.977,10.012
1777709986.7737,0.1600,1,0,ACTIVE,8.000,0.0000,512,0.000,3.9412,50.00,50.000,49.180,4.490,0.1180,-2703,-0.784,15.90,0.0,5.655,0.259,9.959
1777709986.7937,0.1800,1,0,ACTIVE,8.000,0.0000,512,0.000,3.9294,50.00,50.000,49.720,4.890,0.1220,-3166,-0.918,15.90,0.0,7.077,0.713,9.083
1777709986.8138,0.2010,1,0,ACTIVE,8.000,0.0000,512,0.000,3.9173,50.00,50.000,49.500,5.140,0.1270,-3613,-1.048,15.90,0.0,6.215,0.469,9.495
1777709986.8337,0.2210,1,0,ACTIVE,8.000,0.0000,512,0.000,3.9057,50.00,50.000,49.380,5.480,0.1370,-4099,-1.189,15.90,0.0,6.215,0.469,9.495
1777709986.8537,0.2400,1,0,ACTIVE,8.000,0.0000,512,0.000,3.8930,50.00,50.000,49.170,5.860,0.1480,-4640,-1.346,15.90,0.0,6.143,0.723,10.309
1777709986.8737,0.2610,1,0,ACTIVE,8.000,0.0000,512,0.000,3.8789,50.00,50.000,49.980,6.110,0.1490,-5096,-1.478,15.90,0.0,7.493,0.474,9.399
1777709986.8937,0.2810,1,0,ACTIVE,8.000,0.0000,512,0.000,3.8670,50.00,50.000,49.570,6.330,0.1550,-5551,-1.610,15.90,0.0,6.114,0.192,10.606
1777709986.9137,0.3000,1,0,ACTIVE,8.000,0.0000,512,0.000,3.8551,50.00,50.000,49.120,6.650,0.1670,-6062,-1.758,15.80,0.0,5.880,0.661,9.461
1777709986.9337,0.3210,1,0,ACTIVE,8.000,0.0000,512,0.000,3.8417,50.00,50.000,49.430,7.120,0.1740,-6611,-1.918,15.80,0.0,6.387,0.876,8.508
1777709986.9537,0.3400,1,0,ACTIVE,8.000,0.0000,512,0.000,3.8274,50.00,50.000,49.860,7.270,0.1760,-7054,-2.046,15.80,0.0,6.387,0.876,8.508
1777709986.9737,0.3600,1,0,ACTIVE,8.000,0.0000,512,0.000,3.8159,50.00,50.000,49.160,7.530,0.1890,-7546,-2.189,15.80,0.0,5.841,0.287,10.218
1777709986.9937,0.3810,1,0,ACTIVE,8.000,0.0000,512,0.000,3.8030,50.00,50.000,49.810,7.990,0.1910,-8051,-2.335,15.80,0.0,6.924,0.838,8.437
1777709987.0137,0.4000,1,0,ACTIVE,8.000,0.0000,512,0.000,3.7898,50.00,50.000,49.310,8.150,0.2010,-8535,-2.476,15.80,0.0,5.832,1.317,10.788
1777709987.0337,0.4200,1,0,ACTIVE,8.000,0.0000,512,0.000,3.7772,50.00,50.000,49.490,8.530,0.2100,-9038,-2.622,15.80,0.0,6.751,-0.187,7.177
1777709987.0537,0.4400,1,0,ACTIVE,8.000,0.0000,512,0.000,3.7641,50.00,50.000,49.860,8.780,0.2110,-9479,-2.749,15.80,0.0,5.564,1.355,16.840
1777709987.0737,0.4610,1,0,ACTIVE,8.000,0.0000,512,0.000,3.7525,50.00,50.000,49.220,9.100,0.2210,-9995,-2.899,15.80,0.0,7.024,0.335,5.841
