wall_t,launch_t,active,armed,mode,cmd_speed_pub,cmd_steer_pub,mux_jerk,mux_speed_cmd,mux_accel_cmd,mux_target_I_A,vesc_cmd_current_A,I_motor_actual,I_input_actual,duty_actual,erpm_actual,v_mps_actual,V_input_actual,temperature_pcb,imu_acc_x,imu_acc_y,imu_acc_z
1777704568.5701,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,0.000,0.000,0.0000,0,0.000,16.80,0.0,0.096,0.565,9.897
1777704568.5902,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,0.000,0.000,0.0000,0,0.000,16.80,0.0,0.062,0.575,9.892
1777704568.6102,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,0.230,0.000,0.0000,0,0.000,16.80,0.0,0.062,0.531,9.883
1777704568.6302,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,0.330,0.000,0.0170,0,0.000,16.80,0.0,0.067,0.560,9.825
1777704568.6502,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,27.000,1.240,0.0320,-534,-0.155,16.80,0.0,-0.057,0.733,9.686
1777704568.6702,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,18.470,0.910,0.0580,-1128,-0.327,16.80,0.0,0.555,0.340,9.801
1777704568.6902,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,3.560,0.160,0.0600,-1881,-0.546,16.80,0.0,0.048,0.460,9.897
1777704568.7102,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,2.260,0.100,0.0700,-2541,-0.737,16.80,0.0,-0.072,0.546,10.179
1777704568.7302,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,3.520,0.180,0.0750,-3133,-0.909,16.80,0.0,0.254,0.689,9.892
1777704568.7502,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,6.090,0.380,0.0900,-3611,-1.047,16.80,0.0,-0.053,0.369,9.782
1777704568.7702,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,6.320,0.450,0.0870,-4172,-1.210,16.80,0.0,0.072,0.517,9.768
1777704568.7902,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,4.240,0.290,0.0930,-4711,-1.366,16.80,0.0,0.110,0.603,9.729
1777704568.8102,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,6.900,0.530,0.1060,-5114,-1.483,16.80,0.0,0.014,0.522,9.686
1777704568.8302,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,8.980,0.800,0.1070,-5638,-1.635,16.80,0.0,0.244,0.599,9.586
1777704568.8502,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,5.380,0.470,0.1070,-6196,-1.797,16.80,0.0,0.010,0.503,9.820
1777704568.8702,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,5.840,0.550,0.1210,-6675,-1.936,16.80,0.0,-0.019,0.498,9.983
1777704568.8902,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,6.770,0.680,0.1270,-7165,-2.078,16.80,0.0,0.163,0.579,9.753
1777704568.9102,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,6.890,0.730,0.1340,-7663,-2.223,16.80,0.0,0.096,0.579,10.021
1777704568.9302,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,6.700,0.720,0.1400,-8162,-2.367,16.80,0.0,-0.024,0.575,9.887
1777704568.9502,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,7.410,0.870,0.1470,-8658,-2.511,16.80,0.0,0.105,0.402,9.758
1777704568.9702,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,6.810,0.780,0.1500,-9167,-2.659,16.80,0.0,0.034,0.699,9.806
1777704568.9902,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,6.930,0.860,0.1580,-9666,-2.804,16.80,0.0,0.038,0.469,9.854
1777704569.0105,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,7.520,0.980,0.1640,-10161,-2.947,16.80,0.0,0.158,0.383,9.806
1777704569.0303,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,7.280,0.970,0.1690,-10666,-3.094,16.80,0.0,0.239,0.886,9.571
1777704569.0505,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,7.820,1.100,0.1790,-11154,-3.235,16.80,0.0,0.172,0.445,10.519
1777704569.0705,0.0000,0,0,POST,8.000,0.0000,0,8.476,0.0000,0.00,30.000,7.690,1.100,0.1850,-11656,-3.381,16.80,0.0,0.134,0.503,9.878
