wall_t,launch_t,active,armed,mode,cmd_speed_pub,cmd_steer_pub,mux_jerk,mux_speed_cmd,mux_accel_cmd,mux_target_I_A,vesc_cmd_current_A,I_motor_actual,I_input_actual,duty_actual,erpm_actual,v_mps_actual,V_input_actual,temperature_pcb,imu_acc_x,imu_acc_y,imu_acc_z
1777710725.9554,0.0070,1,0,ACTIVE,6.000,0.0000,512,0.000,5.8000,68.00,68.000,-0.220,0.000,0.0000,0,0.000,15.70,0.0,0.239,0.469,9.887
1777710725.9754,0.0270,1,0,ACTIVE,6.000,0.0000,512,0.000,5.8000,68.00,68.000,28.480,2.170,0.1290,-289,-0.084,15.60,0.0,0.302,0.393,9.658
1777710725.9954,0.0470,1,0,ACTIVE,6.000,0.0000,512,0.000,5.8000,68.00,68.000,69.010,5.710,0.0970,-783,-0.227,15.60,0.0,14.843,0.910,8.887
1777710726.0154,0.0670,1,0,ACTIVE,6.000,0.0000,512,0.000,5.8000,68.00,68.000,68.210,5.160,0.0960,-899,-0.261,15.50,0.0,9.514,0.967,10.998
1777710726.0354,0.0870,1,0,ACTIVE,6.000,0.0000,512,0.000,5.7678,68.00,68.000,66.940,5.710,0.1100,-1232,-0.357,15.50,0.0,9.495,0.780,9.255
1777710726.0554,0.1070,1,0,ACTIVE,6.000,0.0000,512,0.000,5.7581,68.00,68.000,67.320,6.220,0.1200,-1606,-0.466,15.50,0.0,8.633,0.512,9.514
1777710726.0754,0.1270,1,0,ACTIVE,6.000,0.0000,512,0.000,5.7449,68.00,68.000,67.170,6.970,0.1310,-2109,-0.612,15.50,0.0,9.112,1.044,9.543
1777710726.0954,0.1470,1,0,ACTIVE,6.000,0.0000,512,0.000,5.7307,68.00,68.000,67.310,7.550,0.1400,-2656,-0.770,15.50,0.0,9.437,0.728,9.298
1777710726.1154,0.1670,1,0,ACTIVE,6.000,0.0000,512,0.000,5.7154,68.00,68.000,67.110,8.160,0.1540,-3240,-0.940,15.50,0.0,8.887,0.555,9.787
1777710726.1354,0.1870,1,0,ACTIVE,6.000,0.0000,512,0.000,5.6990,68.00,68.000,67.610,8.880,0.1610,-3868,-1.122,15.50,0.0,9.500,0.891,9.260
1777710726.1554,0.2070,1,0,ACTIVE,6.000,0.0000,512,0.000,5.6821,68.00,68.000,67.110,9.380,0.1710,-4517,-1.310,15.50,0.0,8.542,1.159,10.467
1777710726.1754,0.2270,1,0,ACTIVE,6.000,0.0000,512,0.000,5.6648,68.00,68.000,67.040,9.950,0.1860,-5179,-1.502,15.50,0.0,8.681,1.029,9.399
1777710726.1954,0.2470,1,0,ACTIVE,6.000,0.0000,512,0.000,5.6466,68.00,68.000,67.240,10.680,0.1980,-5875,-1.704,15.40,0.0,9.198,0.785,9.093
1777710726.2154,0.2670,1,0,ACTIVE,6.000,0.0000,512,0.000,5.6291,68.00,68.000,67.560,11.290,0.2050,-6547,-1.899,15.40,0.0,9.227,0.421,9.892
1777710726.2354,0.2870,1,0,ACTIVE,6.000,0.0000,512,0.000,5.6109,68.00,68.000,67.110,11.870,0.2160,-7245,-2.101,15.40,0.0,8.700,1.005,9.787
1777710726.2554,0.3070,1,0,ACTIVE,6.000,0.0000,512,0.000,5.5926,68.00,68.000,67.150,12.480,0.2280,-7945,-2.305,15.40,0.0,8.403,0.354,9.859
1777710726.2754,0.3270,1,0,ACTIVE,6.000,0.0000,512,0.000,5.5721,68.00,68.000,67.240,13.420,0.2380,-8731,-2.533,15.40,0.0,8.930,0.766,8.887
1777710726.2954,0.3470,1,0,ACTIVE,6.000,0.0000,512,0.000,5.5561,68.00,68.000,67.720,13.610,0.2430,-9342,-2.710,15.40,0.0,9.088,0.661,11.008
1777710726.3154,0.3670,1,0,ACTIVE,6.000,0.0000,512,0.000,5.5378,68.00,68.000,66.830,14.230,0.2600,-10045,-2.914,15.40,0.0,8.906,0.718,6.981
