wall_t,launch_t,active,armed,mode,cmd_speed_pub,cmd_steer_pub,mux_jerk,mux_speed_cmd,mux_accel_cmd,mux_target_I_A,vesc_cmd_current_A,I_motor_actual,I_input_actual,duty_actual,erpm_actual,v_mps_actual,V_input_actual,temperature_pcb,imu_acc_x,imu_acc_y,imu_acc_z
1777710496.6957,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,0.320,0.000,0.0000,0,0.000,15.80,0.0,0.254,0.474,9.892
1777710496.7154,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,0.290,0.000,0.0000,0,0.000,15.70,0.0,0.249,0.493,9.863
1777710496.7354,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,0.230,0.000,0.0000,0,0.000,15.80,0.0,0.273,0.488,9.868
1777710496.7554,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,0.280,0.000,0.0000,0,0.000,15.80,0.0,0.239,0.455,9.863
1777710496.7754,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,16.320,0.910,0.0860,-62,-0.018,15.70,0.0,0.263,0.464,9.796
1777710496.7954,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,19.900,1.100,0.1230,79,0.023,15.70,0.0,1.480,0.268,9.088
1777710496.8154,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,60.200,5.140,0.0980,-465,-0.135,15.70,0.0,7.618,1.532,9.351
1777710496.8354,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,61.780,4.460,0.0970,-673,-0.195,15.70,0.0,3.423,0.407,10.452
1777710496.8554,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,63.470,4.920,0.0980,-1008,-0.292,15.70,0.0,7.862,0.737,9.547
1777710496.8754,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,61.910,5.320,0.1090,-1422,-0.412,15.70,0.0,8.719,0.934,9.188
1777710496.8954,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,61.480,5.730,0.1180,-1872,-0.543,15.60,0.0,8.652,0.709,9.289
1777710496.9154,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,61.040,6.150,0.1250,-2372,-0.688,15.70,0.0,7.987,0.800,10.108
1777710496.9354,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,59.460,6.340,0.1330,-2894,-0.839,15.60,0.0,8.599,0.417,9.140
1777710496.9554,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,58.730,6.680,0.1430,-3433,-0.996,15.60,0.0,7.067,0.838,11.142
1777710496.9754,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,56.810,6.820,0.1470,-3994,-1.159,15.60,0.0,8.034,0.441,8.221
1777710496.9954,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,56.300,7.120,0.1530,-4557,-1.322,15.60,0.0,7.153,0.776,10.237
1777710497.0154,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,55.400,7.330,0.1660,-5118,-1.485,15.60,0.0,6.555,0.335,9.179
1777710497.0354,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,54.050,7.500,0.1720,-5677,-1.647,15.60,0.0,7.331,1.111,9.988
1777710497.0554,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,53.830,7.810,0.1800,-6232,-1.808,15.60,0.0,7.196,1.034,9.863
1777710497.0754,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,53.220,8.050,0.1820,-6772,-1.964,15.60,0.0,7.177,0.656,8.638
1777710497.0954,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,52.690,8.300,0.1930,-7317,-2.122,15.60,0.0,6.655,0.651,9.380
1777710497.1154,0.0000,0,0,POST,8.000,0.0000,0,9.209,0.0000,0.00,68.000,51.820,8.490,0.1960,-7872,-2.283,15.60,0.0,7.441,0.924,7.235
