,s_opt,v_opt,n_opt,chi_opt,ax_opt,ay_opt,jx_opt,jy_opt,laptime
275,54.923656,7.604471,-0.146022,-0.018711,0.990952,0.536562,-1.372450,-3.591216,16.023612
276,55.123378,7.629956,-0.149439,-0.015434,0.955004,0.442499,-1.916347,-3.445220,16.023612
277,55.323100,7.654222,-0.152158,-0.011844,0.905002,0.352604,-2.427850,-3.256299,16.023612
278,55.522823,7.676940,-0.154182,-0.008555,0.841852,0.267906,-2.907603,-3.026495,16.023612
279,55.722545,7.697794,-0.155579,-0.005418,0.766449,0.189420,-3.354119,-2.754762,16.023612
280,55.922268,7.716500,-0.156375,-0.002764,0.679677,0.118153,-3.763659,-2.439105,16.023612
281,56.121990,7.732809,-0.156809,-0.002020,0.582404,0.055114,-4.137844,-2.082075,16.023612
282,56.321712,7.746477,-0.157341,-0.003664,0.475484,0.001314,-4.480523,-1.686104,16.023612
283,56.521435,7.757263,-0.158377,-0.006828,0.359765,-0.042233,-4.796590,-1.252378,16.023612
284,56.721157,7.764944,-0.160030,-0.009327,0.236104,-0.074521,-5.085678,-0.779401,16.023612
285,56.920880,7.769333,-0.161939,-0.009328,0.105361,-0.094558,-5.338863,-0.265028,16.023612
286,57.120602,7.770279,-0.163617,-0.007292,-0.031610,-0.101357,-5.549287,0.290169,16.023612
287,57.320324,7.767643,-0.164832,-0.005037,-0.173964,-0.093914,-5.715026,0.884190,16.023612
288,57.520047,7.761283,-0.165741,-0.004509,-0.320868,-0.071186,-5.844359,1.516693,16.023612
289,57.719769,7.751073,-0.166748,-0.005711,-0.471486,-0.032098,-5.945792,2.190096,16.023612
290,57.919491,7.736921,-0.168019,-0.006838,-0.624971,0.024437,-6.016433,2.904894,16.023612
291,58.119214,7.718759,-0.169394,-0.006663,-0.780464,0.099513,-6.052031,3.660069,16.023612
292,58.318936,7.696534,-0.170563,-0.004746,-0.937091,0.194236,-6.049985,4.454441,16.023612
293,58.518659,7.670202,-0.171167,-0.001033,-1.093964,0.309737,-6.005109,5.284048,16.023612
294,58.718381,7.639714,-0.170907,0.003708,-1.250170,0.447187,-5.913803,6.144567,16.023612
295,58.918103,7.605011,-0.169707,0.008183,-1.404768,0.607818,-5.777525,7.035981,16.023612
296,59.117826,7.566053,-0.167718,0.011510,-1.556772,0.792931,-5.606618,7.971166,16.023612
297,59.317548,7.522891,-0.165094,0.015112,-1.705145,1.003880,-5.429583,8.974328,16.023612
298,59.517271,7.475874,-0.161145,0.027218,-1.848809,1.241336,-5.275566,10.020719,16.023612
299,59.716993,7.425749,-0.152774,0.064983,-1.986697,1.503248,-5.110215,11.051060,16.023612
300,59.916715,7.373090,-0.133563,0.146642,-2.117820,1.786807,-4.753763,11.669745,16.023612
301,60.116438,7.316567,-0.094657,0.269467,-2.241106,2.089453,-4.069421,11.428316,16.023612
302,60.316160,7.252262,-0.028203,0.386080,-2.354979,2.409249,-3.391698,11.104231,16.023612
303,60.515882,7.179510,0.060106,0.430088,-2.457526,2.744982,-3.013517,11.748703,16.023612
304,60.715605,7.105276,0.145697,0.390029,-2.546927,3.093529,-2.746459,12.996554,16.023612
305,60.915327,7.034146,0.212631,0.308768,-2.622509,3.451191,-2.372845,14.002104,16.023612
306,61.115050,6.965277,0.260120,0.219619,-2.684099,3.814628,-1.892270,14.647753,16.023612
307,61.314772,6.897569,0.290265,0.128874,-2.731415,4.180898,-1.339533,15.023469,16.023612
308,61.514494,6.830527,0.303996,0.034274,-2.764098,4.547454,-0.705858,14.750999,16.023612
309,61.714217,6.762041,0.302102,-0.053447,-2.781532,4.911790,-0.029341,13.396742,16.023612
310,61.913939,6.687484,0.287184,-0.101071,-2.782319,5.270829,0.607547,11.723559,16.023612
311,62.113662,6.604571,0.267788,-0.083364,-2.764155,5.621335,1.233478,10.557567,16.023612
312,62.313384,6.516844,0.256714,-0.018085,-2.724726,5.958811,1.897658,9.772069,16.023612
313,62.513106,6.428841,0.261019,0.058011,-2.662731,6.278058,2.598531,9.070054,16.023612
314,62.712829,6.343286,0.279940,0.120272,-2.577887,6.574202,3.327150,8.331226,16.023612
315,62.912551,6.261935,0.308625,0.159336,-2.470661,6.842698,4.072571,7.497809,16.023612
316,63.112273,6.185972,0.341744,0.176130,-2.342101,7.079382,4.819444,6.531740,16.023612
317,63.311996,6.116144,0.375067,0.175100,-2.193711,7.280494,5.538968,5.396381,16.023612
318,63.511718,6.052742,0.405835,0.161453,-2.027315,7.442606,6.209143,4.083201,16.023612
319,63.711441,5.995881,0.432426,0.138894,-1.844965,7.562522,6.743715,2.784232,16.023612
320,63.911163,5.945554,0.453833,0.109839,-1.650791,7.642689,6.919054,2.196923,16.023612
321,64.110885,5.901532,0.469495,0.076187,-1.454625,7.704975,6.995486,1.608312,16.023612
322,64.310608,5.863560,0.478992,0.038453,-1.258832,7.749989,6.910498,1.301534,16.023612
323,64.510330,5.831324,0.481910,-0.003111,-1.067301,7.786063,6.681077,1.237420,16.023612
324,64.710053,5.804333,0.477915,-0.046531,-0.882312,7.820325,6.370331,1.059752,16.023612
325,64.909775,5.782123,0.466908,-0.088747,-0.703916,7.850003,6.007562,0.709150,16.023612
326,65.109497,5.764458,0.449024,-0.127704,-0.532214,7.870271,5.598927,0.287358,16.023612
327,65.309220,5.751257,0.424549,-0.162250,-0.368006,7.878699,5.138116,-0.017050,16.023612
328,65.508942,5.742483,0.393928,-0.191166,-0.212768,7.878183,4.643918,-0.096386,16.023612
329,65.708664,5.738108,0.357873,-0.213641,-0.068080,7.875180,4.177459,-0.076485,16.023612
330,65.908387,5.738067,0.317344,-0.231198,0.065509,7.872734,3.700184,0.137122,16.023612
331,66.108109,5.742148,0.273017,-0.249623,0.185721,7.877189,3.203652,-0.022687,16.023612
332,66.307832,5.749941,0.224219,-0.277849,0.290559,7.876447,2.711271,0.045366,16.023612
333,66.507554,5.761076,0.168171,-0.319907,0.380531,7.877952,2.134572,0.005886,16.023612
334,66.707276,5.775441,0.101214,-0.367244,0.454013,7.878155,1.528123,0.030240,16.023612
335,66.906999,5.792917,0.022108,-0.401759,0.509450,7.879252,0.950561,0.099187,16.023612
336,67.106721,5.812782,-0.064538,-0.407704,0.545258,7.882988,0.389371,0.080256,16.023612
337,67.306444,5.833613,-0.149552,-0.383115,0.559935,7.886014,-0.211369,-0.204709,16.023612
338,67.506166,5.854036,-0.225606,-0.339189,0.552172,7.878495,-0.849652,-0.643101,16.023612
339,67.705888,5.873219,-0.290360,-0.289216,0.521820,7.855522,-1.463466,-0.837687,16.023612
340,67.905611,5.890623,-0.344328,-0.240550,0.470485,7.826138,-2.045676,-0.854965,16.023612
341,68.105333,5.905710,-0.388453,-0.194642,0.399536,7.796485,-2.623622,-1.077675,16.023612
342,68.305055,5.917893,-0.423332,-0.150531,0.309358,7.759444,-3.158488,-1.212181,16.023612
343,68.504778,5.926614,-0.449344,-0.107704,0.201525,7.718059,-3.631963,-1.257393,16.023612
344,68.704500,5.931371,-0.466897,-0.066716,0.077801,7.675226,-4.028701,-1.214325,16.023612
345,68.904223,5.931678,-0.476481,-0.028456,-0.059879,7.633726,-4.341421,-1.087264,16.023612
346,69.103945,5.927042,-0.478662,0.006467,-0.209375,7.596286,-4.576412,-0.897743,16.023612
347,69.303667,5.917011,-0.473991,0.038572,-0.368300,7.565111,-4.740141,-0.707114,16.023612
348,69.503390,5.901230,-0.462853,0.069050,-0.534096,7.540378,-4.821360,-0.530246,16.023612
349,69.703112,5.879391,-0.445480,0.098008,-0.704164,7.521674,-4.808492,-0.369341,16.023612
350,69.902835,5.851177,-0.422182,0.124278,-0.875886,7.508484,-4.710574,-0.229078,16.023612
351,70.102557,5.816337,-0.393528,0.146912,-1.046617,7.500181,-4.545302,-0.113726,16.023612
352,70.302279,5.774801,-0.360268,0.166105,-1.213671,7.496002,-4.323587,-0.026373,16.023612
353,70.502002,5.726712,-0.323118,0.183071,-1.374348,7.495021,-4.045053,0.030199,16.023612
354,70.701724,5.672350,-0.282524,0.199166,-1.525984,7.496154,-3.702712,0.052763,16.023612
355,70.901446,5.612007,-0.238683,0.214629,-1.665980,7.498148,-3.296171,0.037782,16.023612
356,71.101169,5.546008,-0.191838,0.228523,-1.791808,7.499591,-2.834018,-0.018259,16.023612
357,71.300891,5.474845,-0.142499,0.239900,-1.901034,7.498887,-2.325482,-0.119125,16.023612
358,71.500614,5.399251,-0.091354,0.249027,-1.991361,7.494260,-1.773976,-0.268921,16.023612
359,71.700336,5.320079,-0.038955,0.256402,-2.060684,7.483751,-1.182923,-0.471954,16.023612
360,71.900058,5.238268,0.014166,0.261573,-2.107123,7.465223,-0.695304,-0.386682,16.023612
361,72.099781,5.154796,0.067344,0.263974,-2.134490,7.450004,-0.276409,-0.125677,16.023612
362,72.299503,5.070591,0.119792,0.262829,-2.145366,7.445058,0.128994,0.160738,16.023612
363,72.499226,4.986543,0.170633,0.258069,-2.140307,7.451363,0.559792,0.365183,16.023612
364,72.698948,4.903408,0.219268,0.250961,-2.118451,7.465621,1.043353,0.406683,16.023612
365,72.898670,4.822059,0.265240,0.240977,-2.078000,7.481388,1.536234,0.398624,16.023612
366,73.098393,4.743800,0.307505,0.224259,-2.019315,7.496615,1.941722,0.599237,16.023612
367,73.298115,4.669809,0.344456,0.197944,-1.946868,7.518973,2.285443,0.897872,16.023612
368,73.497837,4.600317,0.374995,0.164414,-1.863507,7.551723,2.643490,0.979526,16.023612
369,73.697560,4.534779,0.399123,0.129638,-1.768095,7.587077,2.948534,0.943990,16.023612
370,73.897282,4.472559,0.417707,0.099492,-1.661096,7.621333,3.148627,0.940915,16.023612
371,74.097005,4.413376,0.432076,0.077501,-1.544848,7.656072,3.269498,0.994647,16.023612
372,74.296727,4.357652,0.443527,0.062424,-1.422031,7.693436,3.370483,0.967217,16.023612
373,74.496449,4.306125,0.452779,0.050471,-1.294152,7.730133,3.426687,0.844315,16.023612
374,74.696172,4.259150,0.460187,0.040427,-1.163138,7.762414,3.408957,0.710860,16.023612
375,74.895894,4.216980,0.466015,0.031002,-1.032172,7.789724,3.307063,0.568770,16.023612
376,75.095617,4.179694,0.470220,0.021030,-0.904858,7.811620,3.256595,-0.578264,16.023612
377,75.295339,4.147032,0.472902,0.012755,-0.778484,7.789180,3.127604,-2.106100,16.023612
378,75.495061,4.118867,0.474507,0.007436,-0.655635,7.706455,2.876279,-3.558614,16.023612
379,75.694784,4.095095,0.475433,0.004205,-0.541393,7.565111,2.525478,-4.930751,16.023612
380,75.894506,4.075464,0.475873,0.000850,-0.440399,7.367931,2.095311,-6.248127,16.023612
381,76.094228,4.059534,0.475522,-0.006022,-0.356641,7.118167,1.587233,-7.490992,16.023612
382,76.293951,4.046570,0.473670,-0.017632,-0.293329,6.819364,1.010762,-8.619927,16.023612
383,76.493673,4.035659,0.469614,-0.033196,-0.252952,6.475023,0.389401,-9.636630,16.023612
384,76.693396,4.025826,0.462738,-0.052574,-0.237333,6.088487,-0.255026,-10.547578,16.023612
385,76.893118,4.016045,0.452354,-0.076294,-0.247620,5.662991,-0.901299,-11.332139,16.023612
386,77.092840,4.005217,0.437672,-0.104469,-0.284313,5.201651,-1.526207,-11.975258,16.023612
387,77.292563,3.992183,0.417842,-0.137144,-0.347301,4.707423,-2.107414,-12.474329,16.023612
388,77.492285,3.975725,0.391892,-0.174851,-0.435876,4.183124,-2.618547,-12.799934,16.023612
389,77.692008,3.954507,0.358614,-0.217767,-0.548734,3.631453,-3.015816,-12.851255,16.023612
390,77.891730,3.926857,0.316524,-0.262488,-0.684018,3.054968,-3.262028,-12.582614,16.023612
391,78.091452,3.890601,0.264599,-0.300900,-0.839295,2.456018,-3.377602,-12.163587,16.023612
392,78.291175,3.843509,0.203666,-0.325581,-1.011205,1.836927,-3.408068,-11.806909,16.023612
393,78.490897,3.784062,0.136779,-0.334631,-1.194877,1.200615,-3.369090,-11.591835,16.023612
394,78.690619,3.711799,0.067847,-0.332731,-1.383710,0.550909,-3.233314,-11.447905,16.023612
395,78.890342,3.626853,-0.000701,-0.329231,-1.569702,-0.107618,-2.955417,-11.235569,16.023612
396,79.090064,3.529195,-0.069058,-0.332383,-1.743906,-0.769886,-2.515452,-10.878154,16.023612
397,79.289787,3.418690,-0.138990,-0.345001,-1.896615,-1.430280,-1.934468,-10.429072,16.023612
398,79.489509,3.296309,-0.211729,-0.362590,-2.017580,-2.082427,-1.246672,-10.044474,16.023612
399,79.689231,3.165921,-0.285753,-0.375230,-2.096600,-2.719094,-0.459247,-9.820475,16.023612
400,79.888954,3.034107,-0.356938,-0.375501,-2.125277,-3.332317,0.452460,-9.699294,16.023612
401,80.088676,2.907331,-0.421488,-0.363224,-2.098114,-3.914614,1.508743,-9.745639,16.023612
402,80.288399,2.792449,-0.476222,-0.334057,-2.013809,-4.459178,2.785727,-10.132426,16.023612
403,80.488121,2.695975,-0.517687,-0.278739,-1.875613,-4.961834,4.203626,-10.367907,16.023612
404,80.687843,2.616934,-0.546035,-0.205137,-1.689204,-5.421597,5.454735,-9.864455,16.023612
405,80.887566,2.550794,-0.564120,-0.129790,-1.460089,-5.835933,6.477331,-8.843311,16.023612
406,81.087288,2.496037,-0.573924,-0.059657,-1.192684,-6.201013,7.249618,-7.481727,16.023612
407,81.287010,2.452738,-0.576800,0.001999,-0.891456,-6.511885,7.749585,-5.898204,16.023612
408,81.486733,2.421824,-0.573846,0.053033,-0.561746,-6.762828,8.032604,-4.247378,16.023612
409,81.686455,2.404935,-0.565998,0.094369,-0.210315,-6.948652,8.019233,-2.537053,16.023612
410,81.886178,2.403661,-0.553927,0.124480,0.154273,-7.063998,7.656324,-0.831767,16.023612
411,82.085900,2.419871,-0.538561,0.139249,0.521550,-7.103898,7.135147,0.711484,16.023612
412,82.285622,2.455024,-0.521360,0.141752,0.879580,-7.068197,6.500138,2.094184,16.023612
413,82.485345,2.509285,-0.503457,0.136829,1.216172,-6.959755,5.723661,3.326170,16.023612
414,82.685067,2.581939,-0.485683,0.126395,1.520119,-6.783124,4.859197,4.436557,16.023612
415,82.884790,2.670895,-0.468739,0.113858,1.781929,-6.544085,3.963593,5.487342,16.023612
416,83.084512,2.772255,-0.452827,0.106019,1.994686,-6.249536,3.056591,6.541274,16.023612
417,83.284234,2.880861,-0.436972,0.111711,2.154693,-5.907114,2.110427,7.581409,16.023612
418,83.483957,2.992343,-0.418884,0.136207,2.261250,-5.524323,1.103754,8.487447,16.023612
419,83.683679,3.104676,-0.395654,0.177868,2.315433,-5.107678,0.063848,9.049008,16.023612
420,83.883401,3.218716,-0.364396,0.225932,2.318575,-4.662298,-0.920843,9.180751,16.023612
421,84.083124,3.336293,-0.323411,0.263465,2.271398,-4.191950,-1.793403,9.117360,16.023612
422,84.282846,3.456357,-0.273982,0.277235,2.174535,-3.699514,-2.583585,9.146645,16.023612
423,84.482569,3.573925,-0.221042,0.263691,2.030051,-3.187999,-3.341325,9.386968,16.023612
424,84.682291,3.682652,-0.171103,0.228892,1.842425,-2.660889,-4.076289,9.798045,16.023612
425,84.882013,3.777867,-0.128858,0.185305,1.618109,-2.121709,-4.747990,10.256667,16.023612
426,85.081736,3.857558,-0.095424,0.145238,1.364382,-1.573604,-5.302180,10.653444,16.023612
427,85.281458,3.921374,-0.069308,0.115469,1.088488,-1.019262,-5.705854,10.940899,16.023612
428,85.481181,3.969488,-0.048156,0.096616,0.797337,-0.460984,-5.951022,11.119017,16.023612
429,85.680903,4.002106,-0.029945,0.086105,0.497521,0.099198,-6.041881,11.203467,16.023612
430,85.880625,4.019430,-0.013209,0.081898,0.195411,0.659402,-5.982933,11.203710,16.023612
431,86.080348,4.021739,0.003249,0.083478,-0.102779,1.217796,-5.777340,11.121109,16.023612
432,86.280070,4.009425,0.020637,0.091478,-0.390949,1.772509,-5.428518,10.952010,16.023612
433,86.479792,3.983005,0.040358,0.107011,-0.663087,2.321546,-4.943200,10.693234,16.023612
434,86.679515,3.943118,0.063980,0.130277,-0.913249,2.862702,-4.331484,10.342009,16.023612
435,86.879237,3.890545,0.093052,0.161262,-1.135543,3.393461,-3.606743,9.895547,16.023612
436,87.078960,3.826238,0.129177,0.199936,-1.324137,3.910891,-2.797212,9.385164,16.023612
437,87.278682,3.751620,0.173504,0.242192,-1.473358,4.411556,-1.943147,8.902030,16.023612
438,87.478404,3.669354,0.225151,0.277943,-1.578130,4.891539,-1.065835,8.552883,16.023612
439,87.678127,3.583857,0.280088,0.295468,-1.634853,5.346722,-0.147270,8.381618,16.023612
440,87.877849,3.500438,0.332306,0.287383,-1.642351,5.773417,0.848430,8.314037,16.023612
441,88.077572,3.423269,0.376677,0.253899,-1.601990,6.168927,1.919499,8.155579,16.023612
442,88.277294,3.353973,0.410949,0.202707,-1.516688,6.531357,2.992877,7.711516,16.023612
443,88.477016,3.292282,0.435378,0.144818,-1.389632,6.858732,3.976352,6.938663,16.023612
444,88.676739,3.237740,0.451237,0.089316,-1.223650,7.148368,4.820245,5.917146,16.023612
445,88.876461,3.190629,0.459946,0.041477,-1.021343,7.396712,5.518539,4.745594,16.023612
446,89.076183,3.152034,0.462859,0.003221,-0.785604,7.599433,6.125686,3.518842,16.023612
447,89.275906,3.123751,0.461088,-0.028898,-0.520253,7.751862,6.685481,2.257191,16.023612
448,89.475628,3.107482,0.455015,-0.061861,-0.230488,7.849694,7.034192,0.894433,16.023612
449,89.675351,3.104131,0.444377,-0.093685,0.077391,7.888842,6.969677,-0.264361,16.023612
450,89.875073,3.114967,0.429575,-0.110906,0.396269,7.876747,0.000000,0.000000,16.023612
