wall_t,launch_t,active,armed,mode,cmd_speed_pub,cmd_steer_pub,mux_jerk,mux_speed_cmd,mux_accel_cmd,mux_target_I_A,vesc_cmd_current_A,I_motor_actual,I_input_actual,duty_actual,erpm_actual,v_mps_actual,V_input_actual,temperature_pcb,imu_acc_x,imu_acc_y,imu_acc_z
1777711095.5277,0.0000,0,0,POST,12.000,0.0000,0,12.000,0.0000,0.00,68.000,0.300,0.000,0.0000,0,0.000,16.80,0.0,0.244,0.464,9.849
1777711095.5477,0.0140,1,0,ACTIVE,12.000,0.0000,512,0.000,5.8000,68.00,68.000,23.030,1.520,0.0990,-196,-0.057,16.70,0.0,0.254,0.460,9.820
1777711095.5677,0.0340,1,0,ACTIVE,12.000,0.0000,512,0.000,5.8000,68.00,68.000,68.090,5.560,0.0920,-989,-0.287,16.70,0.0,11.204,1.460,8.183
1777711095.5877,0.0540,1,0,ACTIVE,12.000,0.0000,512,0.000,5.8000,68.00,68.000,68.660,4.770,0.0860,-1040,-0.302,16.70,0.0,9.749,0.536,11.673
1777711095.6077,0.0740,1,0,ACTIVE,12.000,0.0000,512,0.000,5.7729,68.00,68.000,66.790,5.180,0.1020,-1285,-0.373,16.70,0.0,8.346,0.891,8.575
1777711095.6277,0.0940,1,0,ACTIVE,12.000,0.0000,512,0.000,5.7665,68.00,68.000,67.150,5.890,0.1110,-1694,-0.491,16.70,0.0,9.476,0.637,9.308
1777711095.6477,0.1140,1,0,ACTIVE,12.000,0.0000,512,0.000,5.7558,68.00,68.000,67.510,6.330,0.1190,-2101,-0.609,16.70,0.0,9.064,0.493,10.529
1777711095.6677,0.1340,1,0,ACTIVE,12.000,0.0000,512,0.000,5.7452,68.00,68.000,66.950,6.990,0.1320,-2664,-0.773,16.60,0.0,8.868,0.804,8.915
1777711095.6876,0.1540,1,0,ACTIVE,12.000,0.0000,512,0.000,5.7305,68.00,68.000,67.320,7.630,0.1400,-3261,-0.946,16.60,0.0,9.045,0.608,9.452
1777711095.7076,0.1740,1,0,ACTIVE,12.000,0.0000,512,0.000,5.7149,68.00,68.000,67.260,8.060,0.1520,-3836,-1.113,16.60,0.0,9.500,0.378,8.834
1777711095.7277,0.1940,1,0,ACTIVE,12.000,0.0000,512,0.000,5.6999,68.00,68.000,67.310,8.620,0.1630,-4452,-1.291,16.60,0.0,8.561,1.211,11.865
1777711095.7477,0.2140,1,0,ACTIVE,12.000,0.0000,512,0.000,5.6838,68.00,68.000,67.120,9.370,0.1740,-5165,-1.498,16.60,0.0,9.021,0.555,8.609
1777711095.7677,0.2340,1,0,ACTIVE,12.000,0.0000,512,0.000,5.6652,68.00,68.000,67.610,9.910,0.1770,-5832,-1.692,16.50,0.0,9.026,0.761,9.811
1777711095.7877,0.2540,1,0,ACTIVE,12.000,0.0000,512,0.000,5.6478,68.00,68.000,67.230,10.370,0.1880,-6504,-1.887,16.50,0.0,8.724,1.168,10.227
1777711095.8077,0.2740,1,0,ACTIVE,12.000,0.0000,512,0.000,5.6302,68.00,68.000,67.270,11.040,0.1980,-7203,-2.089,16.50,0.0,9.078,0.982,8.604
