wall_t,launch_t,active,armed,mode,cmd_speed_pub,cmd_steer_pub,mux_jerk,mux_speed_cmd,mux_accel_cmd,mux_target_I_A,vesc_cmd_current_A,I_motor_actual,I_input_actual,duty_actual,erpm_actual,v_mps_actual,V_input_actual,temperature_pcb,imu_acc_x,imu_acc_y,imu_acc_z
1777711205.0076,0.0000,0,0,POST,12.000,0.0000,0,17.676,0.0000,0.00,68.000,0.250,0.000,0.0000,0,0.000,16.70,0.0,0.263,0.474,9.868
1777711205.0276,0.0110,1,0,ACTIVE,12.000,0.0000,512,0.000,5.8000,68.00,68.000,22.320,1.630,0.1150,-131,-0.038,16.60,0.0,0.278,0.464,9.792
1777711205.0476,0.0310,1,0,ACTIVE,12.000,0.0000,512,0.000,5.8000,68.00,68.000,64.890,6.700,0.1590,-1425,-0.413,16.60,0.0,4.984,1.020,9.011
1777711205.0676,0.0510,1,0,ACTIVE,12.000,0.0000,512,0.000,5.7628,68.00,68.000,63.700,9.240,0.2030,-3102,-0.900,16.50,0.0,4.558,1.293,11.774
1777711205.0876,0.0710,1,0,ACTIVE,12.000,0.0000,512,0.000,5.7190,68.00,68.000,66.600,11.920,0.2400,-5139,-1.491,16.40,0.0,5.932,0.565,8.829
1777711205.1076,0.0910,1,0,ACTIVE,12.000,0.0000,512,0.000,5.6658,68.00,68.000,64.150,14.440,0.2960,-7611,-2.208,16.30,0.0,5.578,0.417,9.753
1777711205.1276,0.1110,1,0,ACTIVE,12.000,0.0000,512,0.000,5.6013,68.00,68.000,63.940,17.490,0.3540,-10415,-3.021,16.20,0.0,4.908,-0.225,7.493
1777711205.1476,0.1310,1,0,ACTIVE,12.000,0.0000,512,0.000,5.5281,68.00,68.000,64.780,20.620,0.4020,-13425,-3.894,16.20,0.0,5.789,-0.445,9.279
1777711205.1676,0.1510,1,0,ACTIVE,12.000,0.0000,512,0.000,5.4495,68.00,68.000,64.530,23.460,0.4550,-16598,-4.814,16.10,0.0,4.032,0.766,8.820
1777711205.1876,0.1710,1,0,ACTIVE,12.000,0.0000,512,0.000,5.3667,68.00,68.000,64.280,26.450,0.5120,-19917,-5.777,16.00,0.0,5.813,0.517,9.409
1777711205.2077,0.1910,1,0,ACTIVE,12.000,0.0000,512,0.000,5.2801,68.00,68.000,64.410,29.510,0.5660,-23315,-6.763,15.90,0.0,4.999,2.006,12.085
1777711205.2277,0.2110,1,0,ACTIVE,12.000,0.0000,512,0.000,5.1913,68.00,68.000,64.550,32.730,0.6240,-26829,-7.782,15.90,0.0,6.071,-0.158,6.497
1777711205.2477,0.2310,1,0,ACTIVE,12.000,0.0000,512,0.000,5.0996,68.00,68.000,64.050,35.820,0.6880,-30447,-8.832,15.80,0.0,4.252,1.470,10.577
1777711205.2676,0.2510,1,0,ACTIVE,12.000,0.0000,512,0.000,5.0052,68.00,68.000,65.340,39.820,0.7430,-34069,-9.882,15.70,0.0,5.243,0.934,10.357
1777711205.2877,0.2710,1,0,ACTIVE,12.000,0.0000,512,0.000,4.9106,68.00,68.000,64.320,42.480,0.8080,-37777,-10.958,15.60,0.0,4.692,-0.656,5.640
1777711205.3077,0.2910,1,0,ACTIVE,12.000,0.0000,512,0.000,4.8138,68.00,68.000,65.470,47.000,0.8680,-41495,-12.036,15.40,0.0,5.023,0.292,10.519
1777711205.3277,0.3110,1,0,ACTIVE,12.000,0.0000,512,0.000,4.7167,68.00,68.000,64.570,49.590,0.9480,-45227,-13.119,15.10,0.0,6.976,1.877,11.582
1777711205.3476,0.3310,1,0,ACTIVE,12.000,0.0000,512,0.000,4.6193,68.00,68.000,59.600,47.870,0.9480,-48904,-14.185,15.20,0.0,5.894,2.365,12.660
1777711205.3676,0.3510,1,0,ACTIVE,12.000,0.0000,512,0.000,4.5233,68.00,68.000,47.330,38.330,0.9470,-52207,-15.143,15.40,0.0,5.162,1.733,10.601
1777711205.3876,0.3710,1,0,ACTIVE,12.000,0.0000,512,0.000,4.4371,68.00,68.000,41.990,34.170,0.9490,-54864,-15.914,15.50,0.0,4.271,1.384,10.390
