wall_t,launch_t,active,armed,mode,cmd_speed_pub,cmd_steer_pub,mux_jerk,mux_speed_cmd,mux_accel_cmd,mux_target_I_A,vesc_cmd_current_A,I_motor_actual,I_input_actual,duty_actual,erpm_actual,v_mps_actual,V_input_actual,temperature_pcb,imu_acc_x,imu_acc_y,imu_acc_z
1777710990.2876,0.0000,0,0,INIT,12.000,0.0000,0,0.000,0.0000,0.00,0.000,0.000,0.000,0.0000,0,0.000,15.50,0.0,0.235,0.460,9.863
1777710990.3076,0.0180,1,0,ACTIVE,12.000,0.0000,512,0.000,5.8000,68.00,68.000,21.620,1.690,0.1200,-110,-0.032,15.50,0.0,0.278,0.359,9.844
1777710990.3276,0.0380,1,0,ACTIVE,12.000,0.0000,512,0.000,5.8000,68.00,68.000,68.270,6.710,0.1130,-1061,-0.308,15.40,0.0,9.423,1.695,9.251
1777710990.3476,0.0580,1,0,ACTIVE,12.000,0.0000,512,0.000,5.7723,68.00,68.000,68.950,5.640,0.0950,-1240,-0.360,15.50,0.0,9.495,0.531,11.592
1777710990.3678,0.0780,1,0,ACTIVE,12.000,0.0000,512,0.000,5.7676,68.00,68.000,67.420,5.620,0.1060,-1425,-0.413,15.40,0.0,9.490,0.378,9.514
1777710990.3877,0.0980,1,0,ACTIVE,12.000,0.0000,512,0.000,5.7628,68.00,68.000,66.970,6.230,0.1190,-1764,-0.512,15.40,0.0,8.561,0.718,9.911
1777710990.4077,0.1180,1,0,ACTIVE,12.000,0.0000,512,0.000,5.7539,68.00,68.000,67.440,6.900,0.1290,-2200,-0.638,15.40,0.0,8.963,0.838,9.476
1777710990.4277,0.1380,1,0,ACTIVE,12.000,0.0000,512,0.000,5.7426,68.00,68.000,67.090,7.610,0.1390,-2749,-0.797,15.40,0.0,9.164,0.493,8.887
1777710990.4477,0.1580,1,0,ACTIVE,12.000,0.0000,512,0.000,5.7282,68.00,68.000,67.200,8.070,0.1530,-3291,-0.955,15.40,0.0,8.609,0.828,10.433
1777710990.4677,0.1780,1,0,ACTIVE,12.000,0.0000,512,0.000,5.7141,68.00,68.000,67.340,8.870,0.1600,-3903,-1.132,15.40,0.0,9.437,1.202,9.313
