wall_t,launch_t,active,armed,mode,cmd_speed_pub,cmd_steer_pub,mux_jerk,mux_speed_cmd,mux_accel_cmd,mux_target_I_A,vesc_cmd_current_A,I_motor_actual,I_input_actual,duty_actual,erpm_actual,v_mps_actual,V_input_actual,temperature_pcb,imu_acc_x,imu_acc_y,imu_acc_z
1777711361.4876,0.0000,0,0,POST,8.000,0.0000,0,8.000,0.0000,0.00,50.000,-0.280,0.000,0.0000,0,0.000,16.50,0.0,0.287,0.474,9.873
1777711361.5076,0.0120,1,0,ACTIVE,8.000,0.0000,512,0.000,4.0000,50.00,50.000,15.040,0.890,0.0830,-30,-0.009,16.50,0.0,0.321,0.474,9.768
1777711361.5276,0.0320,1,0,ACTIVE,8.000,0.0000,512,0.000,4.0000,50.00,50.000,49.400,3.590,0.0970,-1001,-0.290,16.40,0.0,3.787,0.919,8.647
1777711361.5476,0.0520,1,0,ACTIVE,8.000,0.0000,512,0.000,4.0000,50.00,50.000,48.640,4.180,0.1140,-1723,-0.500,16.40,0.0,5.932,1.044,10.213
1777711361.5676,0.0720,1,0,ACTIVE,8.000,0.0000,512,0.000,3.9550,50.00,50.000,49.670,4.710,0.1180,-2415,-0.700,16.40,0.0,6.220,0.460,9.581
1777711361.5876,0.0920,1,0,ACTIVE,8.000,0.0000,512,0.000,3.9370,50.00,50.000,48.880,5.150,0.1360,-3186,-0.924,16.40,0.0,5.698,0.666,9.725
1777711361.6076,0.1120,1,0,ACTIVE,8.000,0.0000,512,0.000,3.9168,50.00,50.000,48.960,5.710,0.1490,-4001,-1.161,16.40,0.0,6.292,0.632,9.222
1777711361.6276,0.1320,1,0,ACTIVE,8.000,0.0000,512,0.000,3.8956,50.00,50.000,49.520,6.240,0.1570,-4798,-1.392,16.40,0.0,6.684,0.986,10.069
1777711361.6477,0.1520,1,0,ACTIVE,8.000,0.0000,512,0.000,3.8747,50.00,50.000,48.890,6.630,0.1710,-5598,-1.624,16.30,0.0,5.607,0.680,10.136
1777711361.6676,0.1720,1,0,ACTIVE,8.000,0.0000,512,0.000,3.8539,50.00,50.000,49.420,7.220,0.1790,-6425,-1.864,16.30,0.0,6.119,0.560,9.586
