wall_t,launch_t,active,armed,mode,cmd_speed_pub,cmd_steer_pub,mux_jerk,mux_speed_cmd,mux_accel_cmd,mux_target_I_A,vesc_cmd_current_A,I_motor_actual,I_input_actual,duty_actual,erpm_actual,v_mps_actual,V_input_actual,temperature_pcb,imu_acc_x,imu_acc_y,imu_acc_z
1777741048.6805,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,0.220,0.000,0.0000,0,0.000,16.80,0.0,0.201,0.512,9.950
1777741048.7005,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,0.250,0.000,0.0000,0,0.000,16.80,0.0,0.201,0.474,9.878
1777741048.7206,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,0.290,0.000,0.0000,0,0.000,16.80,0.0,0.129,0.436,9.945
1777741048.7405,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,21.200,1.080,0.0730,-231,-0.067,16.70,0.0,0.211,0.493,9.835
1777741048.7605,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,16.820,0.790,0.0760,-867,-0.251,16.70,0.0,-0.048,0.417,10.534
1777741048.7805,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,6.430,0.330,0.0580,-1762,-0.511,16.70,0.0,0.158,0.704,9.753
1777741048.8005,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,2.060,0.110,0.0710,-2418,-0.701,16.80,0.0,0.479,0.393,9.859
1777741048.8205,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,4.360,0.210,0.0640,-3095,-0.898,16.80,0.0,0.192,0.464,10.045
1777741048.8405,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,5.940,0.350,0.0870,-3499,-1.015,16.80,0.0,-0.177,0.201,9.547
1777741048.8605,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,8.190,0.490,0.0820,-4099,-1.189,16.80,0.0,0.148,0.527,9.509
1777741048.8805,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,7.140,0.470,0.0950,-4580,-1.328,16.80,0.0,0.388,0.589,10.519
1777741048.9005,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,6.620,0.510,0.1000,-5094,-1.478,16.80,0.0,0.014,0.541,9.543
1777741048.9205,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,6.890,0.580,0.1110,-5582,-1.619,16.80,0.0,0.594,0.354,9.993
1777741048.9405,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,6.160,0.490,0.1140,-6106,-1.771,16.80,0.0,-0.182,0.278,10.203
1777741048.9605,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,6.530,0.610,0.1180,-6607,-1.916,16.80,0.0,0.158,0.493,9.605
1777741048.9805,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,6.880,0.690,0.1300,-7077,-2.053,16.80,0.0,0.306,0.795,9.753
