wall_t,launch_t,active,armed,mode,cmd_speed_pub,cmd_steer_pub,mux_jerk,mux_speed_cmd,mux_accel_cmd,mux_target_I_A,vesc_cmd_current_A,I_motor_actual,I_input_actual,duty_actual,erpm_actual,v_mps_actual,V_input_actual,temperature_pcb,imu_acc_x,imu_acc_y,imu_acc_z
1777741402.1005,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,0.000,0.000,0.0000,0,0.000,16.70,0.0,0.163,0.464,9.811
1777741402.1206,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,0.000,0.000,0.0000,0,0.000,16.70,0.0,0.177,0.531,9.969
1777741402.1405,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,-0.120,0.000,0.0000,0,0.000,16.70,0.0,0.220,0.436,9.863
1777741402.1605,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,-0.240,0.000,0.0000,0,0.000,16.70,0.0,0.182,0.436,9.945
1777741402.1805,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,21.570,0.840,0.0550,-420,-0.122,16.70,0.0,0.062,0.421,9.907
1777741402.2005,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,18.590,0.880,0.0750,-964,-0.280,16.70,0.0,-0.053,0.508,10.563
1777741402.2205,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,6.160,0.300,0.0670,-1770,-0.513,16.70,0.0,-0.019,0.613,10.036
1777741402.2405,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,2.690,0.120,0.0720,-2411,-0.699,16.70,0.0,0.417,0.632,10.017
1777741402.2605,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,6.100,0.370,0.0810,-2988,-0.867,16.70,0.0,0.048,0.359,9.935
1777741402.2805,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,4.040,0.230,0.0740,-3605,-1.046,16.70,0.0,-0.048,0.182,9.413
1777741402.3005,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,4.500,0.280,0.0910,-4113,-1.193,16.70,0.0,0.211,0.627,10.242
1777741402.3205,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,5.470,0.380,0.0960,-4606,-1.336,16.70,0.0,0.340,0.747,9.830
1777741402.3405,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,8.620,0.720,0.1100,-5069,-1.470,16.70,0.0,-0.110,0.426,9.978
1777741402.3608,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,6.410,0.530,0.1090,-5594,-1.623,16.70,0.0,0.225,0.311,10.098
1777741402.3807,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,5.870,0.480,0.1140,-6096,-1.768,16.70,0.0,0.024,0.632,9.892
1777741402.4007,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,6.300,0.550,0.1200,-6598,-1.914,16.70,0.0,0.144,0.541,9.734
1777741402.4208,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,7.710,0.790,0.1270,-7076,-2.052,16.70,0.0,0.077,0.517,10.232
1777741402.4405,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,6.630,0.700,0.1310,-7601,-2.205,16.70,0.0,0.268,0.508,9.830
1777741402.4605,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,6.520,0.710,0.1370,-8104,-2.351,16.70,0.0,0.158,0.464,10.127
1777741402.4805,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,6.680,0.760,0.1450,-8595,-2.493,16.70,0.0,0.110,0.388,10.017
1777741402.5005,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,7.000,0.840,0.1540,-9091,-2.637,16.70,0.0,0.134,0.417,9.562
1777741402.5205,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,7.160,0.880,0.1590,-9584,-2.780,16.70,0.0,0.134,0.464,10.007
1777741402.5405,0.0000,0,0,IDLE,6.000,0.0000,0,0.000,0.0000,0.00,0.000,7.700,1.010,0.1660,-10075,-2.922,16.70,0.0,0.148,0.517,10.098
