%time,field.header.seq,field.header.stamp,field.header.frame_id,field.need_vel_planner,field.state
5983569000000,206769,5983569000000,,0,TRAILING
5983569000000,206770,5983569000000,,0,TRAILING
5983620000000,206771,5983586000000,,0,TRAILING
5983620000000,206772,5983603000000,,0,TRAILING
5983620000000,206773,5983620000000,,0,TRAILING
5983620000000,206774,5983620000000,,0,TRAILING
5983637000000,206775,5983637000000,,0,OVERTAKE
5983656000000,206776,5983656000000,,0,TRAILING
5983656000000,206777,5983656000000,,0,TRAILING
5983673000000,206778,5983673000000,,0,TRAILING
5983690000000,206779,5983690000000,,0,TRAILING
5983724000000,206780,5983724000000,,0,TRAILING
5983724000000,206781,5983724000000,,0,TRAILING
5983724000000,206782,5983724000000,,0,TRAILING
5983724000000,206783,5983741000000,,0,TRAILING
5983724000000,206784,5983741000000,,0,TRAILING
5983741000000,206785,5983758000000,,0,TRAILING
5983758000000,206786,5983775000000,,0,TRAILING
5983792000000,206787,5983792000000,,0,TRAILING
5983792000000,206788,5983792000000,,0,TRAILING
5983826000000,206789,5983809000000,,0,TRAILING
5983826000000,206790,5983826000000,,0,TRAILING
5983843000000,206791,5983843000000,,0,TRAILING
5983843000000,206792,5983843000000,,0,TRAILING
5983860000000,206793,5983860000000,,0,TRAILING
5983877000000,206794,5983877000000,,0,TRAILING
5983911000000,206795,5983894000000,,0,TRAILING
5983945000000,206796,5983911000000,,0,TRAILING
5983945000000,206797,5983928000000,,0,TRAILING
5983945000000,206798,5983928000000,,0,TRAILING
5983945000000,206799,5983945000000,,0,TRAILING
5983945000000,206800,5983945000000,,0,TRAILING
5983962000000,206801,5983962000000,,0,TRAILING
5983996000000,206802,5983996000000,,0,TRAILING
5983996000000,206803,5983996000000,,0,TRAILING
5983996000000,206804,5983996000000,,0,TRAILING
5984030000000,206805,5984030000000,,0,TRAILING
5984030000000,206806,5984030000000,,0,TRAILING
5984047000000,206807,5984030000000,,0,TRAILING
5984047000000,206808,5984047000000,,0,TRAILING
5984064000000,206809,5984064000000,,0,TRAILING
5984098000000,206810,5984081000000,,0,TRAILING
5984115000000,206811,5984098000000,,0,TRAILING
5984115000000,206812,5984098000000,,0,TRAILING
5984115000000,206813,5984115000000,,0,TRAILING
5984149000000,206814,5984132000000,,0,TRAILING
5984149000000,206815,5984132000000,,0,TRAILING
5984183000000,206816,5984149000000,,0,TRAILING
5984183000000,206817,5984166000000,,0,TRAILING
5984183000000,206818,5984166000000,,0,TRAILING
5984183000000,206819,5984183000000,,0,TRAILING
5984200000000,206820,5984217000000,,0,TRAILING
5984200000000,206821,5984217000000,,0,TRAILING
5984234000000,206822,5984217000000,,0,TRAILING
5984234000000,206823,5984234000000,,0,TRAILING
5984234000000,206824,5984251000000,,0,TRAILING
5984251000000,206825,5984268000000,,0,TRAILING
5984285000000,206826,5984268000000,,0,TRAILING
5984285000000,206827,5984285000000,,0,TRAILING
5984302000000,206828,5984302000000,,0,TRAILING
5984319000000,206829,5984319000000,,0,TRAILING
5984336000000,206830,5984336000000,,0,TRAILING
5984353000000,206831,5984336000000,,0,TRAILING
5984353000000,206832,5984353000000,,0,TRAILING
5984370000000,206833,5984370000000,,0,TRAILING
5984370000000,206834,5984370000000,,0,TRAILING
5984404000000,206835,5984387000000,,0,TRAILING
5984404000000,206836,5984404000000,,0,TRAILING
5984404000000,206837,5984404000000,,0,TRAILING
5984438000000,206838,5984438000000,,0,TRAILING
5984438000000,206839,5984438000000,,0,TRAILING
5984455000000,206840,5984455000000,,0,TRAILING
5984455000000,206841,5984455000000,,0,TRAILING
5984489000000,206842,5984472000000,,0,TRAILING
5984489000000,206843,5984489000000,,0,TRAILING
5984506000000,206844,5984506000000,,0,TRAILING
5984506000000,206845,5984506000000,,0,TRAILING
5984540000000,206846,5984540000000,,0,TRAILING
5984540000000,206847,5984540000000,,0,TRAILING
5984548000000,206848,5984548000000,,0,TRAILING
5984565000000,206849,5984565000000,,0,TRAILING
5984582000000,206850,5984582000000,,0,TRAILING
5984582000000,206851,5984582000000,,0,TRAILING
5984616000000,206852,5984616000000,,0,TRAILING
5984616000000,206853,5984616000000,,0,TRAILING
5984616000000,206854,5984616000000,,0,TRAILING
5984650000000,206855,5984650000000,,0,TRAILING
5984667000000,206856,5984650000000,,0,TRAILING
5984667000000,206857,5984667000000,,0,TRAILING
5984667000000,206858,5984667000000,,0,TRAILING
5984667000000,206859,5984684000000,,0,TRAILING
5984701000000,206860,5984701000000,,0,TRAILING
5984735000000,206861,5984735000000,,0,TRAILING
5984735000000,206862,5984735000000,,0,TRAILING
5984735000000,206863,5984735000000,,0,TRAILING
5984735000000,206864,5984752000000,,0,TRAILING
5984752000000,206865,5984769000000,,0,TRAILING
5984769000000,206866,5984769000000,,0,TRAILING
5984803000000,206867,5984786000000,,0,TRAILING
5984803000000,206868,5984803000000,,0,TRAILING
5984837000000,206869,5984837000000,,0,TRAILING
5984837000000,206870,5984837000000,,0,TRAILING
5984837000000,206871,5984837000000,,0,TRAILING
5984849000000,206872,5984849000000,,0,TRAILING
5984866000000,206873,5984866000000,,0,TRAILING
5984866000000,206874,5984866000000,,0,TRAILING
5984866000000,206875,5984883000000,,0,TRAILING
5984900000000,206876,5984917000000,,0,TRAILING
5984900000000,206877,5984917000000,,0,TRAILING
5984951000000,206878,5984917000000,,0,TRAILING
