%time,field.header.seq,field.header.stamp,field.header.frame_id,field.need_vel_planner,field.state
5981952000000,206645,5981956000000,,0,GB_TRACK
5981952000000,206646,5981956000000,,0,GB_TRACK
5981969000000,206647,5981973000000,,0,GB_TRACK
5981986000000,206648,5981990000000,,0,GB_TRACK
5981986000000,206649,5982007000000,,0,GB_TRACK
5981986000000,206650,5982007000000,,0,GB_TRACK
5982020000000,206651,5982024000000,,0,GB_TRACK
5982037000000,206652,5982041000000,,0,GB_TRACK
5982054000000,206653,5982058000000,,0,GB_TRACK
5982054000000,206654,5982058000000,,0,GB_TRACK
5982071000000,206655,5982075000000,,0,GB_TRACK
5982105000000,206656,5982109000000,,0,GB_TRACK
5982105000000,206657,5982109000000,,0,GB_TRACK
5982105000000,206658,5982109000000,,0,GB_TRACK
5982122000000,206659,5982126000000,,0,GB_TRACK
5982139000000,206660,5982143000000,,0,GB_TRACK
5982139000000,206661,5982143000000,,0,GB_TRACK
5982156000000,206662,5982160000000,,0,GB_TRACK
5982173000000,206663,5982177000000,,0,GB_TRACK
5982224000000,206664,5982211000000,,0,GB_TRACK
5982224000000,206665,5982211000000,,0,GB_TRACK
5982224000000,206666,5982211000000,,0,GB_TRACK
5982241000000,206667,5982245000000,,0,GB_TRACK
5982241000000,206668,5982245000000,,0,GB_TRACK
5982241000000,206669,5982245000000,,0,GB_TRACK
5982258000000,206670,5982265000000,,0,GB_TRACK
5982295000000,206671,5982282000000,,0,GB_TRACK
5982295000000,206672,5982299000000,,0,GB_TRACK
5982295000000,206673,5982299000000,,0,GB_TRACK
5982329000000,206674,5982333000000,,0,GB_TRACK
5982329000000,206675,5982333000000,,0,GB_TRACK
5982346000000,206676,5982333000000,,0,GB_TRACK
5982346000000,206677,5982350000000,,0,GB_TRACK
5982363000000,206678,5982367000000,,0,GB_TRACK
5982397000000,206679,5982384000000,,0,GB_TRACK
5982397000000,206680,5982384000000,,0,GB_TRACK
5982414000000,206681,5982418000000,,0,GB_TRACK
5982414000000,206682,5982418000000,,0,GB_TRACK
5982414000000,206683,5982418000000,,0,GB_TRACK
5982431000000,206684,5982435000000,,0,GB_TRACK
5982448000000,206685,5982452000000,,0,GB_TRACK
5982482000000,206686,5982486000000,,0,TRAILING
5982499000000,206687,5982503000000,,0,TRAILING
5982533000000,206688,5982537000000,,0,TRAILING
5982533000000,206689,5982537000000,,0,TRAILING
5982550000000,206690,5982554000000,,0,TRAILING
5982550000000,206691,5982554000000,,0,TRAILING
5982567000000,206692,5982571000000,,0,TRAILING
5982601000000,206693,5982605000000,,0,TRAILING
5982601000000,206694,5982605000000,,0,TRAILING
5982601000000,206695,5982605000000,,0,TRAILING
5982635000000,206696,5982622000000,,0,TRAILING
5982652000000,206697,5982639000000,,0,TRAILING
5982652000000,206698,5982656000000,,0,TRAILING
5982652000000,206699,5982656000000,,0,TRAILING
5982687000000,206700,5982691000000,,0,TRAILING
5982721000000,206701,5982708000000,,0,TRAILING
5982721000000,206702,5982725000000,,0,TRAILING
5982755000000,206703,5982742000000,,0,TRAILING
5982755000000,206704,5982742000000,,0,TRAILING
5982755000000,206705,5982759000000,,0,TRAILING
5982772000000,206706,5982793000000,,0,TRAILING
5982772000000,206707,5982793000000,,0,TRAILING
5982806000000,206708,5982793000000,,0,TRAILING
5982806000000,206709,5982827000000,,0,TRAILING
5982806000000,206710,5982827000000,,0,TRAILING
5982840000000,206711,5982844000000,,0,TRAILING
5982840000000,206712,5982844000000,,0,TRAILING
5982875000000,206713,5982862000000,,0,TRAILING
5982892000000,206714,5982879000000,,0,TRAILING
5982926000000,206715,5982879000000,,0,TRAILING
5982926000000,206716,5982913000000,,0,TRAILING
5982926000000,206717,5982913000000,,0,TRAILING
5982926000000,206718,5982930000000,,0,TRAILING
5982926000000,206719,5982930000000,,0,TRAILING
5982943000000,206720,5982947000000,,0,TRAILING
5982960000000,206721,5982964000000,,0,TRAILING
5982994000000,206722,5982998000000,,0,TRAILING
5982994000000,206723,5982998000000,,0,TRAILING
5982994000000,206724,5982998000000,,0,TRAILING
5983028000000,206725,5983015000000,,0,TRAILING
5983045000000,206726,5983049000000,,0,TRAILING
5983045000000,206727,5983049000000,,0,TRAILING
5983045000000,206728,5983049000000,,0,TRAILING
5983062000000,206729,5983066000000,,0,TRAILING
5983062000000,206730,5983066000000,,0,TRAILING
5983096000000,206731,5983083000000,,0,TRAILING
5983130000000,206732,5983117000000,,0,TRAILING
5983130000000,206733,5983117000000,,0,TRAILING
5983130000000,206734,5983117000000,,0,TRAILING
5983147000000,206735,5983151000000,,0,TRAILING
5983147000000,206736,5983151000000,,0,TRAILING
5983164000000,206737,5983168000000,,0,TRAILING
5983164000000,206738,5983168000000,,0,TRAILING
5983198000000,206739,5983202000000,,0,TRAILING
5983198000000,206740,5983202000000,,0,TRAILING
5983215000000,206741,5983219000000,,0,TRAILING
5983215000000,206742,5983219000000,,0,TRAILING
5983232000000,206743,5983236000000,,0,TRAILING
5983249000000,206744,5983253000000,,0,TRAILING
5983266000000,206745,5983287000000,,0,TRAILING
5983266000000,206746,5983287000000,,0,TRAILING
5983266000000,206747,5983287000000,,0,TRAILING
5983300000000,206748,5983304000000,,0,TRAILING
5983300000000,206749,5983304000000,,0,TRAILING
5983368000000,206750,5983338000000,,0,TRAILING
5983368000000,206751,5983338000000,,0,TRAILING
5983368000000,206752,5983355000000,,0,TRAILING
5983368000000,206753,5983355000000,,0,TRAILING
5983368000000,206754,5983372000000,,0,TRAILING
5983385000000,206755,5983389000000,,0,TRAILING
5983419000000,206756,5983423000000,,0,TRAILING
5983419000000,206757,5983423000000,,0,TRAILING
5983436000000,206758,5983423000000,,0,TRAILING
5983436000000,206759,5983440000000,,0,TRAILING
5983453000000,206760,5983457000000,,0,TRAILING
5983453000000,206761,5983457000000,,0,TRAILING
5983470000000,206762,5983474000000,,0,TRAILING
5983487000000,206763,5983491000000,,0,TRAILING
5983487000000,206764,5983491000000,,0,TRAILING
5983521000000,206765,5983508000000,,0,TRAILING
5983538000000,206766,5983525000000,,0,TRAILING
5983538000000,206767,5983542000000,,0,TRAILING
5983538000000,206768,5983542000000,,0,TRAILING
