%time,field.data
5985899000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 56.0, "rc_age_ms": 56.0, "n_wpnts": 23}
5985899000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 56.0, "rc_age_ms": 56.0, "n_wpnts": 23}
5985933000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 56.0, "rc_age_ms": 56.0, "n_wpnts": 23}
5985933000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 73.0, "rc_age_ms": 73.0, "n_wpnts": 23}
5985933000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 39.0, "rc_age_ms": 39.0, "n_wpnts": 22}
5985950000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 22.0, "rc_age_ms": 22.0, "n_wpnts": 24}
5985967000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 39.0, "rc_age_ms": 39.0, "n_wpnts": 24}
5985967000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 39.0, "rc_age_ms": 39.0, "n_wpnts": 24}
5985984000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 22.0, "rc_age_ms": 22.0, "n_wpnts": 24}
5986018000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 56.0, "rc_age_ms": 56.0, "n_wpnts": 24}
5986035000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 56.0, "rc_age_ms": 56.0, "n_wpnts": 24}
5986035000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 5.0, "rc_age_ms": 5.0, "n_wpnts": 25}
5986035000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 22.0, "rc_age_ms": 22.0, "n_wpnts": 25}
5986052000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 39.0, "rc_age_ms": 39.0, "n_wpnts": 25}
5986071000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 41.0, "rc_age_ms": 41.0, "n_wpnts": 24}
5986071000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 41.0, "rc_age_ms": 41.0, "n_wpnts": 24}
5986071000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 22.0, "rc_age_ms": 22.0, "n_wpnts": 27}
5986105000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 39.0, "rc_age_ms": 39.0, "n_wpnts": 27}
5986105000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 39.0, "rc_age_ms": 39.0, "n_wpnts": 27}
5986139000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 22.0, "rc_age_ms": 22.0, "n_wpnts": 26}
5986139000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 5.0, "rc_age_ms": 5.0, "n_wpnts": 25}
5986139000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 22.0, "rc_age_ms": 22.0, "n_wpnts": 25}
5986156000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 22.0, "rc_age_ms": 22.0, "n_wpnts": 25}
5986190000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 22.0, "rc_age_ms": 22.0, "n_wpnts": 27}
5986224000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 56.0, "rc_age_ms": 56.0, "n_wpnts": 26}
5986224000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 56.0, "rc_age_ms": 56.0, "n_wpnts": 26}
5986224000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 56.0, "rc_age_ms": 56.0, "n_wpnts": 26}
5986241000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 22.0, "rc_age_ms": 22.0, "n_wpnts": 28}
5986241000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 22.0, "rc_age_ms": 22.0, "n_wpnts": 28}
5986241000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 22.0, "rc_age_ms": 22.0, "n_wpnts": 28}
5986264000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 28.0, "rc_age_ms": 28.0, "n_wpnts": 27}
5986281000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 29}
5986281000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 29}
5986298000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 80}
5986315000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 80}
5986332000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 80}
5986332000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 80}
5986360000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 28.0, "rc_age_ms": 28.0, "n_wpnts": 80}
5986360000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 28.0, "rc_age_ms": 28.0, "n_wpnts": 80}
5986377000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 45.0, "rc_age_ms": 45.0, "n_wpnts": 80}
5986394000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 62.0, "rc_age_ms": 62.0, "n_wpnts": 80}
5986394000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 80}
5986411000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 80}
5986445000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 80}
5986445000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 80}
5986445000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 80}
5986462000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 80}
5986496000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 80}
5986496000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 80}
5986530000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 80}
5986547000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 68.0, "rc_age_ms": 68.0, "n_wpnts": 80}
5986547000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 85.0, "rc_age_ms": 85.0, "n_wpnts": 80}
5986547000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 85.0, "rc_age_ms": 85.0, "n_wpnts": 80}
5986547000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 85.0, "rc_age_ms": 85.0, "n_wpnts": 80}
5986564000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 80}
5986581000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 80}
5986581000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 80}
5986598000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 80}
5986632000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 68.0, "rc_age_ms": 68.0, "n_wpnts": 80}
5986649000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 68.0, "rc_age_ms": 68.0, "n_wpnts": 80}
5986649000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 85.0, "rc_age_ms": 85.0, "n_wpnts": 80}
5986649000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 85.0, "rc_age_ms": 85.0, "n_wpnts": 80}
5986669000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 20.0, "rc_age_ms": 20.0, "n_wpnts": 80}
5986669000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 20.0, "rc_age_ms": 20.0, "n_wpnts": 80}
5986669000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 37.0, "rc_age_ms": 37.0, "n_wpnts": 80}
5986703000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 54.0, "rc_age_ms": 54.0, "n_wpnts": 80}
5986720000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 71.0, "rc_age_ms": 71.0, "n_wpnts": 80}
5986720000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 71.0, "rc_age_ms": 71.0, "n_wpnts": 80}
5986737000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 80}
5986756000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 36.0, "rc_age_ms": 36.0, "n_wpnts": 80}
5986756000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 36.0, "rc_age_ms": 36.0, "n_wpnts": 80}
5986773000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 80}
5986790000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 80}
5986807000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 80}
5986824000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 68.0, "rc_age_ms": 68.0, "n_wpnts": 80}
5986841000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 85.0, "rc_age_ms": 85.0, "n_wpnts": 80}
5986841000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 85.0, "rc_age_ms": 85.0, "n_wpnts": 80}
5986856000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 49.0, "rc_age_ms": 49.0, "n_wpnts": 80}
5986856000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 49.0, "rc_age_ms": 49.0, "n_wpnts": 80}
5986890000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 32.0, "rc_age_ms": 32.0, "n_wpnts": 80}
5986890000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 32.0, "rc_age_ms": 32.0, "n_wpnts": 80}
5986907000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 49.0, "rc_age_ms": 49.0, "n_wpnts": 80}
5986907000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 49.0, "rc_age_ms": 49.0, "n_wpnts": 80}
5986924000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 32.0, "rc_age_ms": 32.0, "n_wpnts": 80}
5986941000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 49.0, "rc_age_ms": 49.0, "n_wpnts": 80}
5986941000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 49.0, "rc_age_ms": 49.0, "n_wpnts": 80}
5986958000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 66.0, "rc_age_ms": 66.0, "n_wpnts": 80}
5986975000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 32.0, "rc_age_ms": 32.0, "n_wpnts": 80}
5986992000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 32.0, "rc_age_ms": 32.0, "n_wpnts": 80}
5986992000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 32.0, "rc_age_ms": 32.0, "n_wpnts": 80}
5987009000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 49.0, "rc_age_ms": 49.0, "n_wpnts": 80}
5987026000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 32.0, "rc_age_ms": 32.0, "n_wpnts": 80}
5987043000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 49.0, "rc_age_ms": 49.0, "n_wpnts": 80}
5987043000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 49.0, "rc_age_ms": 49.0, "n_wpnts": 80}
5987063000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 18.0, "rc_age_ms": 18.0, "n_wpnts": 80}
5987080000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 35.0, "rc_age_ms": 35.0, "n_wpnts": 80}
5987080000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 15.0, "rc_age_ms": 15.0, "n_wpnts": 80}
5987080000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 32.0, "rc_age_ms": 32.0, "n_wpnts": 80}
5987114000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 49.0, "rc_age_ms": 49.0, "n_wpnts": 80}
5987131000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 32.0, "rc_age_ms": 32.0, "n_wpnts": 80}
5987148000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 32.0, "rc_age_ms": 32.0, "n_wpnts": 80}
5987148000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 49.0, "rc_age_ms": 49.0, "n_wpnts": 80}
5987165000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 15.0, "rc_age_ms": 15.0, "n_wpnts": 80}
5987182000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 32.0, "rc_age_ms": 32.0, "n_wpnts": 80}
5987199000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 49.0, "rc_age_ms": 49.0, "n_wpnts": 80}
5987199000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 49.0, "rc_age_ms": 49.0, "n_wpnts": 80}
5987233000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 49.0, "rc_age_ms": 49.0, "n_wpnts": 80}
5987233000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 49.0, "rc_age_ms": 49.0, "n_wpnts": 80}
5987250000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 66.0, "rc_age_ms": 66.0, "n_wpnts": 80}
5987250000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 66.0, "rc_age_ms": 66.0, "n_wpnts": 80}
5987267000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 15.0, "rc_age_ms": 15.0, "n_wpnts": 80}
5987267000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 15.0, "rc_age_ms": 15.0, "n_wpnts": 80}
5987284000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 32.0, "rc_age_ms": 32.0, "n_wpnts": 80}
5987335000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 49.0, "rc_age_ms": 49.0, "n_wpnts": 80}
5987335000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 83.0, "rc_age_ms": 83.0, "n_wpnts": 80}
5987335000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 83.0, "rc_age_ms": 83.0, "n_wpnts": 80}
5987335000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 83.0, "rc_age_ms": 83.0, "n_wpnts": 80}
5987352000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 66.0, "rc_age_ms": 66.0, "n_wpnts": 80}
5987369000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 49.0, "rc_age_ms": 49.0, "n_wpnts": 80}
5987369000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 49.0, "rc_age_ms": 49.0, "n_wpnts": 80}
5987386000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 15.0, "rc_age_ms": 15.0, "n_wpnts": 80}
5987403000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 15.0, "rc_age_ms": 15.0, "n_wpnts": 80}
5987420000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 32.0, "rc_age_ms": 32.0, "n_wpnts": 80}
5987420000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 32.0, "rc_age_ms": 32.0, "n_wpnts": 80}
5987437000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 49.0, "rc_age_ms": 49.0, "n_wpnts": 80}
5987454000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 32.0, "rc_age_ms": 32.0, "n_wpnts": 80}
5987454000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 32.0, "rc_age_ms": 32.0, "n_wpnts": 80}
5987488000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 32.0, "rc_age_ms": 32.0, "n_wpnts": 80}
5987522000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 32.0, "rc_age_ms": 32.0, "n_wpnts": 80}
5987539000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 66.0, "rc_age_ms": 66.0, "n_wpnts": 80}
5987539000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 83.0, "rc_age_ms": 83.0, "n_wpnts": 80}
5987539000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 83.0, "rc_age_ms": 83.0, "n_wpnts": 80}
5987539000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 49.0, "rc_age_ms": 49.0, "n_wpnts": 80}
5987556000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 66.0, "rc_age_ms": 66.0, "n_wpnts": 80}
5987556000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 66.0, "rc_age_ms": 66.0, "n_wpnts": 80}
5987573000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 15.0, "rc_age_ms": 15.0, "n_wpnts": 80}
5987607000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 49.0, "rc_age_ms": 49.0, "n_wpnts": 80}
5987624000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 66.0, "rc_age_ms": 66.0, "n_wpnts": 80}
5987624000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 66.0, "rc_age_ms": 66.0, "n_wpnts": 80}
5987641000000,{"sm_state": "GB_TRACK", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 0, "ot_age_ms": 83.0, "rc_age_ms": 83.0, "n_wpnts": 80}
5987661000000,{"sm_state": "TRAILING", "path_source": "GB", "mpc_mode_echo": "recover", "trail_targets_n": 1, "ot_age_ms": 83.0, "rc_age_ms": 83.0, "n_wpnts": 80}
