%time,field.data
5990127000000,{"sm_state": "OVERTAKE", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 74.0, "rc_age_ms": 74.0, "n_wpnts": 47}
5990144000000,{"sm_state": "OVERTAKE", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 47}
5990144000000,{"sm_state": "OVERTAKE", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 48}
5990161000000,{"sm_state": "OVERTAKE", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 48}
5990178000000,{"sm_state": "OVERTAKE", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 49}
5990212000000,{"sm_state": "OVERTAKE", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 48}
5990229000000,{"sm_state": "OVERTAKE", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 68.0, "rc_age_ms": 68.0, "n_wpnts": 48}
5990246000000,{"sm_state": "OVERTAKE", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 68.0, "rc_age_ms": 68.0, "n_wpnts": 48}
5990246000000,{"sm_state": "OVERTAKE", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 68.0, "rc_age_ms": 68.0, "n_wpnts": 46}
5990246000000,{"sm_state": "OVERTAKE", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 85.0, "rc_age_ms": 85.0, "n_wpnts": 46}
5990263000000,{"sm_state": "OVERTAKE", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 47}
5990263000000,{"sm_state": "OVERTAKE", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 46}
5990263000000,{"sm_state": "OVERTAKE", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 46}
5990297000000,{"sm_state": "OVERTAKE", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 48}
5990331000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 47}
5990348000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 47}
5990348000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 46}
5990348000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 46}
5990365000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 48}
5990399000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 48}
5990399000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 48}
5990399000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 48}
5990416000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 47}
5990416000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 47}
5990433000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 47}
5990450000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 46}
5990467000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 48}
5990467000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 48}
5990484000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 48}
5990518000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 48}
5990518000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 48}
5990518000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 48}
5990535000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 47}
5990552000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 47}
5990586000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 48}
5990586000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 48}
5990586000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 48}
5990637000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 48}
5990637000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 85.0, "rc_age_ms": 85.0, "n_wpnts": 48}
5990637000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 85.0, "rc_age_ms": 85.0, "n_wpnts": 48}
5990637000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 85.0, "rc_age_ms": 85.0, "n_wpnts": 48}
5990658000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 21.0, "rc_age_ms": 21.0, "n_wpnts": 48}
5990658000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 21.0, "rc_age_ms": 21.0, "n_wpnts": 48}
5990678000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 20.0, "rc_age_ms": 20.0, "n_wpnts": 47}
5990695000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 37.0, "rc_age_ms": 37.0, "n_wpnts": 47}
5990695000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 37.0, "rc_age_ms": 37.0, "n_wpnts": 47}
5990729000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 46}
5990729000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 46}
5990746000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 46}
5990746000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 46}
5990763000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 46}
5990797000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 47}
5990797000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 47}
5990814000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 47}
5990814000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 47}
5990831000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 46}
5990831000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 46}
5990848000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 46}
5990865000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 47}
5990899000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 47}
5990899000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 47}
5990899000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 47}
5990916000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 47}
5990916000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 47}
5990950000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 48}
5990950000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 48}
5990967000000,{"sm_state": "OVERTAKE", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 48}
5990967000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 48}
5990984000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 48}
5991001000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 47}
5991035000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 47}
5991035000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 47}
5991035000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 47}
5991052000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 48}
5991069000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 48}
5991069000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 48}
5991086000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 48}
5991103000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 48}
5991120000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 48}
5991120000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 48}
5991154000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 68.0, "rc_age_ms": 68.0, "n_wpnts": 48}
5991154000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 47}
5991154000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 47}
5991171000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 47}
5991188000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 47}
5991205000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 47}
5991222000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 47}
5991222000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 47}
5991239000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 47}
5991256000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 47}
5991256000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 47}
5991273000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 47}
5991290000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 47}
5991307000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 47}
5991307000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 47}
5991324000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 47}
5991324000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 47}
5991341000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 47}
5991341000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 48}
5991375000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 48}
5991409000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 48}
5991426000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 68.0, "rc_age_ms": 68.0, "n_wpnts": 48}
5991426000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 68.0, "rc_age_ms": 68.0, "n_wpnts": 48}
5991443000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 68.0, "rc_age_ms": 68.0, "n_wpnts": 48}
5991443000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 85.0, "rc_age_ms": 85.0, "n_wpnts": 47}
5991443000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 47}
5991460000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 47}
5991494000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 48}
5991494000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 48}
5991494000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 48}
5991511000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 48}
5991528000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 48}
5991545000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 47}
5991545000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 47}
5991562000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 48}
5991579000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 49}
5991579000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 49}
5991613000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 49}
5991613000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 49}
5991630000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 68.0, "rc_age_ms": 68.0, "n_wpnts": 48}
5991630000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 68.0, "rc_age_ms": 68.0, "n_wpnts": 48}
5991647000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 49}
5991647000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 50}
5991664000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 49}
5991664000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 49}
5991715000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 49}
5991715000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 49}
5991749000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 49}
5991749000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 17.0, "rc_age_ms": 17.0, "n_wpnts": 49}
5991749000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 49}
5991768000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 53.0, "rc_age_ms": 53.0, "n_wpnts": 49}
5991768000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 53.0, "rc_age_ms": 53.0, "n_wpnts": 49}
5991785000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 36.0, "rc_age_ms": 36.0, "n_wpnts": 49}
5991819000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 49}
5991819000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 49}
5991819000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 34.0, "rc_age_ms": 34.0, "n_wpnts": 49}
5991836000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 51.0, "rc_age_ms": 51.0, "n_wpnts": 49}
5991857000000,{"sm_state": "TRAILING", "path_source": "MPC_OT", "mpc_mode_echo": "avoid", "trail_targets_n": 0, "ot_age_ms": 38.0, "rc_age_ms": 38.0, "n_wpnts": 49}
